0
//Type	Name                               
287   	"Apocalypse Summoner Gloves"         
288   	"Apocalypse Magic Gloves (B)"        
289   	"Apocalypse Lord Gloves"             
291   	"Apocalypse Lancer Gloves"           
292   	"Apocalypse Elf Gloves (A)"          
293   	"Apocalypse Magic Gloves (A)"        
294   	"Apocalypse Rune Wizard Gloves"      
295   	"Apocalypse Slayer Gloves"           
296   	"Apocalypse Knight Gloves (Belie"    
297   	"Apocalypse Gun Crusher Gloves"      
298   	"Apocalypse Light Wizard Gloves"     
299   	"Apocalypse Mage Gloves"             
300   	"Illusion Knight Scale Gloves"       
301   	"Illusion Knight Iron Plate Glov"    
302   	"Steel Plate Gloves"                 
303   	"Black Origin Gloves"                
304   	"Primal Gloves"                      
305   	"Apex Gloves"                        
306   	"Blood Angel Illusion Knight Glo"    
307   	"Dark Angel Illusion Knight Glov"    
308   	"Holy Angel Illusion Knight Glov"    
309   	"Soul Illusion Knight Gloves"        
310   	"Blue Eye Illusion Knight Gloves"    
311   	"Silver Heart Illusion Knight Gl"    
312   	"Manticore Illusion Knight Glove"    
313   	"Brilliant Illusion Knight Glove"    
314   	"Apocalypse Illusion Knight Glov"    
315   	"Illusion Knight Iron Plate Glov"    
316   	"Steel Plate Gloves"                 
317   	"[Bound] Steel Plate Gloves"         
end	
	
11	
//Type	Name                                 
0     	"Bronze Boots"                       
1     	"Dragon Boots"                       
2     	"Pad Boots"                          
3     	"Legendary Boots"                    
4     	"Bone Boots"                         
5     	"Leather Boots"                      
6     	"Scale Boots"                        
7     	"Sphinx Boots"                       
8     	"Brass Boots"                        
9     	"Plate Boots"                        
10    	"Vine Boots"                         
11    	"Silk Boots"                         
12    	"Wind Boots"                         
13    	"Spirit Boots"                       
14    	"Guardian Boots"                     
15    	"Storm Crow Boots"                   
16    	"Black Dragon Boots"                 
17    	"Dark Phoenix Boots"                 
18    	"Grand Soul Boots"                   
19    	"Holy Spirit Boots"                  
20    	"Thunder Hawk Boots"                 
21    	"Great Dragon Boots"                 
22    	"Dark Soul Boots"                    
23    	"Hurricane Boots"                    
24    	"Red Spirit Boots"                   
25    	"Light Plate Boots"                  
26    	"Adamantine Boots"                   
27    	"Dark Steel Boots"                   
28    	"Dark Master Boots"                  
29    	"Dragon Knight Boots"                
30    	"Venom Mist Boots"                   
31    	"Sylphid Ray Boots"                  
32    	"Volcano Boots"                      
33    	"Sunlight Boots"                     
34    	"Ashcrow Boots"                      
35    	"Eclipse Boots"                      
36    	"Iris Boots"                         
37    	"Valiant Boots"                      
38    	"Glorious Boots"                     
39    	"Violent Wind Boots"                 
40    	"Red Wing Boots"                     
41    	"Ancient Boots"                      
42    	"Demonic Boots"                      
43    	"Storm Blitz Boots"                  
44    	"Eternal Wing Boots"                 
45    	"Titan Boots"                        
46    	"Brave Boots"                        
47    	"Phantom Boots"                      
48    	"Destroy Boots"                      
49    	"Seraphim Boots"                     
50    	"Divine Boots"                       
51    	"Royal Boots"                        
52    	"Hades Boots"                        
53    	"Succubus Boots"                     
54    	"Lazy Wind Boots"                    
55    	"Dark Devil Boots"                   
56    	"Sticky Boots"                       
57    	"Hell Night Boots"                   
58    	"Ambition Boots"                     
59    	"Sacred Fire Boots"                  
60    	"Storm Jahad Boots"                  
61    	"Piercing Groove Boots"              
62    	"Scale Boots"                        
63    	"Silk Boots"                         
64    	"Sphinx Boots"                       
65    	"Violent Wind Boots"                 
66    	"Dark Soul Boots"                    
67    	"Dragon Boots"                       
68    	"Guardian Boots"                     
69    	"Legendary Boots"                    
70    	"Red Wing Boots"                     
71    	"Atlans Boots"                       
72    	"Storm Jahad Boots"                  
73    	"Phoenix Soul Boots"                 
74    	"Stormwing Boots"                    
75    	"Light Lord Boots"                   
76    	"Magic Knight Boots"                 
91    	"Robust Boots"                       
92    	"Gru Hill Boots"                     
93    	"Princie Boots"                      
94    	"Hirat Boots"                        
95    	"Sate Boots"                         
96    	"Robust Boots"                       
97    	"Princie Boots"                      
98    	"Bloodangel Knight Boots"            
99    	"Bloodangel Wizard Boots"            
100   	"Bloodangel Elf Boots (A)"           
101   	"Bloodangel Summoner Boots"          
102   	"Bloodangel Magic Boots (A)"         
103   	"Bloodangel Lord Boots"              
104   	"Bloodangel Fighter Boots"           
105   	"Bloodangel Lancer Boots"            
106   	"Awakening Soul Knight Boots"        
107   	"Awakening Soul Wizard Boots"        
108   	"Awakening Soul Elf Boots (A)"       
109   	"Awakening Soul Summoner Boots"      
110   	"Awakening Soul Magic Boots (A)"     
111   	"Awakening Soul Lord Boots"          
112   	"Awakening Soul Fighter Boots"       
113   	"Awakening Soul Lancer Boots"        
114   	"Awakening Soul Elf Boots (B)"       
115   	"Awakening Soul Magic Boots (B)"     
116   	"Rune Pad Boots"                     
117   	"Rune Spink Boots"                   
118   	"Rune Legendary Boots"               
119   	"Kanaz Boots"                        
120   	"Rune Divine Boots"                  
121   	"Rune Light Boots"                   
122   	"Bloodangel Runist Boots"            
123   	"Darkangel Runist Boots"             
124   	"Rune Spink Boots"                   
125   	"Rune Legendary Boots"               
126   	"[Bound] Rune Legendary Boots"       
127   	"Holyangel Runist Boots"             
128   	"Awakening Soul Runist Boots"        
129   	"Blue Eye Runist Boots"              
130   	"[Bound] Dragon Boots"               
131   	"[Bound] Legendary Boots"            
132   	"[Bound] Guardian Boots"             
133   	"[Bound] Atlans Boots"               
134   	"[Bound] Adamantine Boots"           
135   	"[Bound] Red Winged Boots"           
136   	"[Bound] Storm Zahard Boots"         
137   	"[Bound] Princie Boots"              
138   	"Darkangel Knight Boots"             
139   	"Darkangel Wizard Boots"             
140   	"Darkangel Elf Boots (A)"            
141   	"Darkangel Summoner Boots"           
142   	"Darkangel Magic Boots (A)"          
143   	"Darkangel Lord Boots"               
144   	"Darkangel Fighter Boots"            
145   	"Darkangel Lancer Boots"             
146   	"Tigris Boots"                       
147   	"Crimson Skull Boots"                
148   	"Grace Boots"                        
149   	"Constant Boots"                     
150   	"Holyangel Knight Boots"             
151   	"Holyangel Wizard Boots"             
152   	"Holyangel Elf Boots (A)"            
153   	"Holyangel Summoner Boots"           
154   	"Holyangel Magic Boots (A)"          
155   	"Holyangel Lord Boots"               
156   	"Holyangel Fighter Boots"            
157   	"Holyangel Lancer Boots"             
158   	"Bloodangel Elf Boots (B)"           
159   	"Darkangel Elf Boots (B)"            
160   	"Holyangel Elf Boots (B)"            
161   	"Bloodangel Magic Boots (B)"         
162   	"Darkangel Magic Boots (B)"          
163   	"Holyangel Magic Boots (B)"          
164   	"Blue Eye Knight Boots"              
165   	"Blue Eye Wizard Boots"              
166   	"Blue Eye Elf Boots (A)"             
167   	"Blue Eye Summoner Boots"            
168   	"Blue Eye Magic Boots (A)"           
169   	"Blue Eye Lord Boots"                
170   	"Blue Eye Fighter Boots"             
171   	"Blue Eye Lancer Boots"              
172   	"Blue Eye Elf Boots (B)"             
173   	"Blue Eye Magic Boots (B)"           
174   	"Slayer Red Wing Boots"              
175   	"Slayer Boots (A)"                   
176   	"Slayer Demonic Boots (A)"           
177   	"Night Wing Boots"                   
178   	"Fidelity Boots"                     
179   	"Trace Boots"                        
180   	"Bloodangel Slayer Boots"            
181   	"Darkangel Slayer Boots"             
182   	"Holyangel Slayer Boots"             
183   	"Soul Slayer Boots"                  
184   	"Blue Eye Slayer Boots"              
185   	"Silverheart Slayer Boots"           
186   	"Slayer Boots (B)"                   
187   	"Slayer Demonic Boots (B)"           
188   	"[Bound] Slayer Demonic Boots"       
189   	"Silverheart Knight Boots"           
190   	"Silverheart Wizard Boots"           
191   	"Silverheart Elf Boots (A)"          
192   	"Silverheart Summoner Boots"         
193   	"Silverheart Magic Boots (A)"        
194   	"Silverheart Lord Boots"             
195   	"Silverheart Fighter Boots"          
196   	"Silverheart Lancer Boots"           
197   	"Silverheart Elf Boots (B)"          
198   	"Silverheart Magic Boots (B)"        
199   	"Silverheart Runist Boots"           
200   	"Bloodangel Knight Boots (Convic"    
201   	"Darkangel Knight Boots (Convict"    
202   	"Hollyangel Knight Boots (Convic"    
203   	"Soul Knight Boots (Conviction)"     
204   	"Blue Knight Boots (Conviction)"     
205   	"Silver Heart Knight Boots (Conv"    
206   	"Leather Gunner Boots"               
207   	"Scale Gunner Boots"                 
208   	"Round Gunner Boots"                 
209   	"Frere Boots"                        
210   	"Titan Gunner Boots"                 
211   	"Stormwinger Boots"                  
212   	"Bloodangel Gun Crusher Boots"       
213   	"Darkangel Gun Crusher Boots"        
214   	"Holyangel Gun Crusher Boots"        
215   	"Soul Gun Crusher Boots"             
216   	"Blue Eye Gun Crusher Boots"         
217   	"Silver Heart Gun Crusher Boots"     
218   	"Scale Gunner Boots"                 
219   	"Frere Boots"                        
220   	"[Bound] Frere Boots"                
221   	"Manticore Knight Boots"             
222   	"Manticore Wizard Boots"             
223   	"Manticore Elf Boots"                
224   	"Manticore Summoner Boots"           
225   	"Manticore Magic Boots"              
226   	"Manticore Lord Boots"               
227   	"Manticore Fighter Boots"            
228   	"Manticore Lancer Boots"             
229   	"Manticore Elf Boots"                
230   	"Manticore Magic Boots"              
231   	"Manticore Rune Wizard Boots"        
232   	"Manticore Slayer Boots"             
233   	"Manticore Knight Boots (Convict"    
234   	"Manticore Gun Crusher Boots"        
235   	"Glimmer Boots"                      
236   	"Light Ray Boots"                    
237   	"Flash Boots"                        
238   	"Magic Flare Boots"                  
239   	"Bright Boots"                       
240   	"Darjeeling Boots"                   
241   	"Blood Angel Light Wizard Boots"     
242   	"Dark Angel Light Wizard Boots"      
243   	"Holy Angel Light Wizard Boots"      
244   	"Soul Light Wizard Boots"            
245   	"Blue Eye Light Wizard Boots"        
246   	"Silver Heart Light Wizard Boots"    
247   	"Manticore Light Wizard Boots"       
248   	"Brilliant Light Wizard Boots"       
249   	"Glimmer Boots"                      
250   	"Light Ray Boots"                    
251   	"[Bound] Light Ray Boots"            
252   	"Mage Pad Boots"                     
253   	"Mage Sphinx Boots"                  
254   	"Mage Legendary Boots"               
256   	"Noble Pixie Boots"                  
257   	"Finesse Boots"                      
258   	"Geist Boots"                        
259   	"Blood Angel Mage Boots"             
260   	"Dark Angel Mage Boots"              
261   	"Holy Angel Mage Boots"              
262   	"Soul Mage Boots"                    
263   	"Blue Eye Mage Boots"                
264   	"Silver Heart Mage Boots"            
265   	"Manticore Mage Boots"               
266   	"Brilliant Mage Boots"               
267   	"Mage Sphinx Boots"                  
268   	"Mage Legendary Boots"               
269   	"[Bound] Mage Legendary Boots"       
270   	"Brilliant Knight Boots"             
271   	"Brilliant Wizard Boots"             
272   	"Brilliant Elf Boots"                
273   	"Brilliant Summoner Boots"           
274   	"Brilliant Magic Boots"              
275   	"Brilliant Lord Boots"               
276   	"Brilliant Fighter Boots"            
277   	"Brilliant Lancer Boots"             
278   	"Brilliant Elf Boots"                
279   	"Brilliant Magic Boots"              
280   	"Brilliant Rune Wizard Boots"        
281   	"Brilliant Slayer Boots"             
282   	"Brilliant Knight Boots (Belief)"    
283   	"Brilliant Gun Crusher Boots"        
284   	"Apocalypse Knight Boots"            
285   	"Apocalypse Wizard Boots"            
286   	"Apocalypse Elf Boots (B)"           
287   	"Apocalypse Summoner Boots"          
288   	"Apocalypse Magic Boots (B)"         
289   	"Apocalypse Lord Boots"              
290   	"Apocalypse Fighter Boots"           
291   	"Apocalypse Lancer Boots"            
292   	"Apocalypse Elf Boots (A)"           
293   	"Apocalypse Magic Boots (A)"         
294   	"Apocalypse Rune Wizard Boots"       
295   	"Apocalypse Slayer Boots"            
296   	"Apocalypse Knight Boots (Belief"    
297   	"Apocalypse Gun Crusher Boots"       
298   	"Apocalypse Light Wizard Boots"      
299   	"Apocalypse Mage Boots"              
300   	"Illusion Knight Scale Boots"        
301   	"Illusion Knight Iron Plate Boot"    
302   	"Steel Plate Boots"                  
303   	"Black Origin Boots"                 
304   	"Primal Boots"                       
305   	"Apex Boots"                         
306   	"Blood Angel Illusion Knight Boo"    
307   	"Dark Angel Illusion Knight Boot"    
308   	"Holy Angel Illusion Knight Boot"    
309   	"Soul Illusion Knight Boots"         
310   	"Blue Eye Illusion Knight Boots"     
311   	"Silver Heart Illusion Knight Bo"    
312   	"Manticore Illusion Knight Boots"    
313   	"Brilliant Illusion Knight Boots"    
314   	"Apocalypse Illusion Knight Boot"    
315   	"Illusion Knight Iron Plate Boot"    
316   	"Steel Plate Boots"                  
317   	"[Bound] Steel Plate Boots"          
end

12
//Type	Name                                 
0     	"Wings of Elf"                       
1     	"Wings of Heaven"                    
2     	"Wings of Satan"                     
3     	"Wings of Spirit"                    
4     	"Wings of Soul"                      
5     	"Wings of Dragon"                    
6     	"Wings of Darkness"                  
7     	"Orb of Twisting Slash"              
8     	"Healing Orb"                        
9     	"Orb of Greater Fortitude"           
10    	"Orb of Greater Damage"              
11    	"Orb of Summoning"                   
12    	"Orb of Anger Blow"                  
13    	"Orb of Impale"                      
14    	"Orb of Greater Fortitude"           
15    	"Jewel of Chaos"                     
16    	"Orb of Fire Slash"                  
17    	"Orb of Penetration"                 
18    	"Orb of Ice Arrow"                   
19    	"Orb of Death Stab"                  
21    	"Scroll of FireBurst"                
22    	"Scroll of Summon"                   
23    	"Scroll of Critical Damage"          
24    	"Scroll of Electric Spark"           
26    	"Mysterious Bead"                    
27    	"Eternal Wings"                      
28    	"[Bound] Eternal Wings"              
32    	"Box of Red Ribbon"                  
33    	"Box of Green Ribbon"                
34    	"Box of Blue Ribbon"                 
35    	"Scroll of Fire Scream"              
36    	"Wings of Storm"                     
37    	"Wings of Eternal"                   
38    	"Wings of Illusion"                  
39    	"Wings of Ruin"                      
40    	"Cape of Emperor"                    
41    	"Wings of Curse"                     
42    	"Wings of Despair"                   
43    	"Wings of Dimension"                 
44    	"Crystal of Destruction"             
45    	"Crystal of Multi-Shot"              
46    	"Crystal of Recovery"                
47    	"Crystal of Flame Strike"            
48    	"Scroll of Chaotic Diseier"          
49    	"Cape of Fighter"                    
50    	"Cape of Overrule"                   
60    	"Seed (Fire)"                        
61    	"Seed (Water)"                       
62    	"Seed (Ice)"                         
63    	"Seed (Wind)"                        
64    	"Seed (Lightning)"                   
65    	"Seed (Earth)"                       
70    	"Sphere"                             
71    	"Sphere (Di)"                        
72    	"Sphere (Tri)"                       
73    	"Sphere (Tetra)"                     
75    	"Pierce Lion"                        
76    	"Pierce Lion (Rare)"                 
77    	"Rumi Reward Box (Lesser)"           
78    	"Rumi Reward Box (Intermediate)"     
79    	"Rumi Reward Box (Advanced)"         
80    	"Rumi Reward Box (Special)"          
81    	"Brilliant Soul"                     
82    	"Manticore Anvil"                    
83    	"Shining Tail"                       
84    	"Shining Tail (Rare)"                
85    	"Soul of Apocalypse"                 
86    	"Brilliant Anvil"                    
87    	"Illusion Blade Bead"                
88    	"Illusion Avatar Bead"               
89    	"Charge Slash Bead"                  
90    	"Wind Glaive Beads"                  
91    	"Blade Storm Orb"                    
93    	"Ur"                                 
94    	"Ur (Rare)"                          
100   	"Seed Sphere (Fire) [Step: 1]"       
101   	"Seed Sphere (Water) [Step: 1]"      
102   	"Seed Sphere (Ice) [Step: 1]"        
103   	"Seed Sphere (Wind) [Step: 1]"       
104   	"Seed Sphere (Lightning) [Step: "    
105   	"Seed Sphere (Earth) [Step: 1]"      
106   	"Seed Sphere (Fire) [Step: 2]"       
107   	"Seed Sphere (Water) [Step: 2]"      
108   	"Seed Sphere (Ice) [Step: 2]"        
109   	"Seed Sphere (Wind) [Step: 2]"       
110   	"Seed Sphere (Lightning) [Step: "    
111   	"Seed Sphere (Earth) [Step: 2]"      
112   	"Seed Sphere (Fire) [Step: 3]"       
113   	"Seed Sphere (Water) [Step: 3]"      
114   	"Seed Sphere (Ice) [Step: 3]"        
115   	"Seed Sphere (Wind) [Step: 3]"       
116   	"Seed Sphere (Lightning) [Step: "    
117   	"Seed Sphere (Earth) [Step: 3]"      
118   	"Seed Sphere (Fire) [Step: 4]"       
119   	"Seed Sphere (Water) [Step: 4]"      
120   	"Seed Sphere (Ice) [Step: 4]"        
121   	"Seed Sphere (Wind) [Step: 4]"       
122   	"Seed Sphere (Lightning) [Step: "    
123   	"Seed Sphere (Earth) [Step: 4]"      
124   	"Seed Sphere (Fire) [Step: 5]"       
125   	"Seed Sphere (Water) [Step: 5]"      
126   	"Seed Sphere (Ice) [Step: 5]"        
127   	"Seed Sphere (Wind) [Step: 5]"       
128   	"Seed Sphere (Lightning) [Step: "    
129   	"Seed Sphere (Earth) [Step: 5]"      
130   	"Small Cape of Lord"                 
131   	"Small Wing of Curse"                
132   	"Small Wings of Elf"                 
133   	"Small Wings of Heaven"              
134   	"Small Wings of Satan"               
135   	"Little Warrior's Cloak"             
144   	"Mithril Fragment"                   
145   	"Mithril"                            
146   	"Elixir Fragment"                    
147   	"Elixir"                             
148   	"Mithril Fragment Bunch"             
149   	"Elixir Fragment Bunch"              
150   	"Jewel Combination Frame"            
151   	"Spirit Powder"                      
152   	"Storm's Wings"                      
154   	"Small White Cloak"                  
155   	"Pure White Cloak"                   
156   	"Cloak of Innocence"                 
157   	"[Bound] Cloak of Innocence"         
158   	"Cloak of Brilliance"                
159   	"[Bound] Cloak of Brilliance"        
160   	"Cloak of Brilliance"                
162   	"Chaos Blade Orb"                    
163   	"Havok Spear Scroll"                 
164   	"Spiral Charge Orb"                  
165   	"Crusher Charge Orb"                 
166   	"Elemental Charge Scroll"            
167   	"Raining Arrow Bead"                 
168   	"Dex Booster Bead"                   
169   	"Holy Bolt Bead"                     
170   	"Elemental Attack Power Enhancem"    
171   	"Elemental Defense Enhancement O"    
172   	"Small Iron Cloak"                   
173   	"Iron Cloak"                         
174   	"Black Cloak"                        
175   	"[Bound] Black Cloak"                
176   	"Cloak of Death"                     
177   	"[Bound] Cloak of Death"             
178   	"Cloak of Hatred"                    
200   	"Muren's Book of Magic"              
201   	"Scroll of Etramu"                   
202   	"Lorencia Knights' Iron Shield"      
203   	"Iron Shield of the Magic"           
204   	"Hero Elixir"                        
205   	"Brave Hero Elixir"                  
206   	"Gladiator's Dagger"                 
207   	"Merciless Gladiator's Dagger"       
208   	"Kundun's Madness Blade"             
209   	"Kundun's Magic Spell Scroll"        
210   	"Empire Guardians' Stronghold"       
211   	"Ancient Icarus Scroll"              
212   	"Arca's Prophecy"                    
213   	"Antonia's Sword"                    
214   	"Kundun's Seal Scroll"               
215   	"Pentagram for Beginners"            
216   	"[Bound] Iron Shield"                
217   	"Thoughtful Sage's Jewel"            
218   	"Magic Scroll (Attributable)"        
221   	"Errtel of Anger"                    
222   	"Beginners Errtel of Anger"          
231   	"Errtel of Blessing"                 
232   	"Beginners Errtel of Blessing"       
241   	"Errtel of Integrity"                
242   	"Beginners Errtel of Integrity"      
251   	"Errtel of Divinity"                 
252   	"Beginners Errtel of Divinity"       
261   	"Errtel of Radiance"                 
262   	"Cloak of Death"                     
263   	"Wings of Chaos"                     
264   	"Wings of Magic"                     
265   	"Wings of Life"                      
266   	"Wings of Conqueror"                 
267   	"Wings of Angel and Devil"           
268   	"Wings of Conqueror"                 
269   	"Cloak of Limit"                     
270   	"Cloak of Transcendence"             
271   	"Spin Step Scroll"                   
272   	"Obsidian Scroll"                    
273   	"Magic Pin Scroll"                   
274   	"Harsh Strike Scroll"                
275   	"Shining Peak Scroll"                
276   	"Wrath Scroll"                       
277   	"Breche Scroll"                      
278   	"Small Cloak of Limit"               
279   	"[Bound] Cloak of Death"             
280   	"[Bound] Wings of Chaos"             
281   	"[Bound] Wings of Magic"             
282   	"[Bound] Wings of Life"              
283   	"[PC] Wings of Angel and Devil"      
284   	"[PC] Cloak of Death"                
285   	"[PC] Wings of Chaos"                
286   	"[PC] Wings of Magic"                
287   	"[PC] Wings of Life"                 
288   	"Elemental Rune"                     
289   	"Orb of Fire Blow"                   
290   	"Scroll of Meteor Strike"            
291   	"Scroll of Meteor Storm"             
292   	"Scroll of Soul Seeker"              
293   	"Orb of Focus Shot"                  
295   	"Parchment of Fire Beast"            
296   	"Parchment of Aqua Beast"            
297   	"Orb of Ice Blood"                   
298   	"Orb of Fire Blood"                  
299   	"Scroll of Dark Blast"               
300   	"Scroll of Meteor Strike"            
303   	"Scroll of Wind Soul"                
305   	"Dark Phoenix Shot Parchment"        
306   	"Runedil's Goldentune Harp"          
307   	"Lemuria's Orb"                      
308   	"Norrwen's Bloodstring Lyra"         
311   	"Seed Sphere (Fire) [Step: 6]"       
312   	"Seed Sphere (Water) [Step: 6]"      
313   	"Seed Sphere (Ice) [Step: 6]"        
314   	"Seed Sphere (Wind) [Step: 6]"       
315   	"Seed Sphere (Lightning) [Step: "    
316   	"Seed Sphere (Earth) [Step: 6]"      
317   	"Seed Sphere (Fire) [Step: 7]"       
318   	"Seed Sphere (Water) [Step: 7]"      
319   	"Seed Sphere (Ice) [Step: 7]"        
320   	"Seed Sphere (Wind) [Step: 7]"       
321   	"Seed Sphere (Lightning) [Step: "    
322   	"Seed Sphere (Earth) [Step: 7]"      
323   	"Seed Sphere (Fire) [Step: 8]"       
324   	"Seed Sphere (Water) [Step: 8]"      
325   	"Seed Sphere (Ice) [Step: 8]"        
326   	"Seed Sphere (Wind) [Step: 8]"       
327   	"Seed Sphere (Lightning) [Step: "    
328   	"Seed Sphere (Earth) [Step: 8]"      
329   	"Seed Sphere (Fire) [Step: 9]"       
330   	"Seed Sphere (Water) [Step: 9]"      
331   	"Seed Sphere (Ice) [Step: 9]"        
332   	"Seed Sphere (Wind) [Step: 9]"       
333   	"Seed Sphere (Lightning) [Step: "    
334   	"Seed Sphere (Earth) [Step: 9]"      
335   	"Seed Sphere (Fire) [Step: 10]"      
336   	"Seed Sphere (Water) [Step: 10]"     
337   	"Seed Sphere (Ice) [Step: 10]"       
338   	"Seed Sphere (Wind) [Step: 10]"      
339   	"Seed Sphere (Lightning) [Step: "    
340   	"Seed Sphere (Earth) [Step: 10]"     
341   	"Seed Sphere (Fire) [Step: 11]"      
342   	"Seed Sphere (Water) [Step: 11]"     
343   	"Seed Sphere (Ice) [Step: 11]"       
344   	"Seed Sphere (Wind) [Step: 11]"      
345   	"Seed Sphere (Lightning) [Step: "    
346   	"Seed Sphere (Earth) [Step: 11]"     
347   	"Seed Sphere (Fire) [Step: 12]"      
348   	"Seed Sphere (Water) [Step: 12]"     
349   	"Seed Sphere (Ice) [Step: 12]"       
350   	"Seed Sphere (Wind) [Step: 12]"      
351   	"Seed Sphere (Lightning) [Step: "    
352   	"Seed Sphere (Earth) [Step: 12]"     
353   	"Seed Sphere (Fire) [Step: 13]"      
354   	"Seed Sphere (Water) [Step: 13]"     
355   	"Seed Sphere (Ice) [Step: 13]"       
356   	"Seed Sphere (Wind) [Step: 13]"      
357   	"Seed Sphere (Lightning) [Step: "    
358   	"Seed Sphere (Earth) [Step: 13]"     
359   	"Seed Sphere (Fire) [Step: 14]"      
360   	"Seed Sphere (Water) [Step: 14]"     
361   	"Seed Sphere (Ice) [Step: 14]"       
362   	"Seed Sphere (Wind) [Step: 14]"      
363   	"Seed Sphere (Lightning) [Step: "    
364   	"Seed Sphere (Earth) [Step: 14]"     
365   	"Seed Sphere (Fire) [Step: 15]"      
366   	"Seed Sphere (Water) [Step: 15]"     
367   	"Seed Sphere (Ice) [Step: 15]"       
368   	"Seed Sphere (Wind) [Step: 15]"      
369   	"Seed Sphere (Lightning) [Step: "    
370   	"Seed Sphere (Earth) [Step: 15]"     
371   	"Seed Sphere (Fire) [Step: 16]"      
372   	"Seed Sphere (Water) [Step: 16]"     
373   	"Seed Sphere (Ice) [Step: 16]"       
374   	"Seed Sphere (Wind) [Step: 16]"      
375   	"Seed Sphere (Lightning) [Step: "    
376   	"Seed Sphere (Earth) [Step: 16]"     
377   	"Seed Sphere (Fire) [Step: 17]"      
378   	"Seed Sphere (Water) [Step: 17]"     
379   	"Seed Sphere (Ice) [Step: 17]"       
380   	"Seed Sphere (Wind) [Step: 17]"      
381   	"Seed Sphere (Lightning) [Step: "    
382   	"Seed Sphere (Earth) [Step: 17]"     
383   	"Seed Sphere (Fire) [Step: 18]"      
384   	"Seed Sphere (Water) [Step: 18]"     
385   	"Seed Sphere (Ice) [Step: 18]"       
386   	"Seed Sphere (Wind) [Step: 18]"      
387   	"Seed Sphere (Lightning) [Step: "    
388   	"Seed Sphere (Earth) [Step: 18]"     
389   	"Seed Sphere (Fire) [Step: 19]"      
390   	"Seed Sphere (Water) [Step: 19]"     
391   	"Seed Sphere (Ice) [Step: 19]"       
392   	"Seed Sphere (Wind) [Step: 19]"      
393   	"Seed Sphere (Lightning) [Step: "    
394   	"Seed Sphere (Earth) [Step: 19]"     
395   	"Seed Sphere (Fire) [Step: 20]"      
396   	"Seed Sphere (Water) [Step: 20]"     
397   	"Seed Sphere (Ice) [Step: 20]"       
398   	"Seed Sphere (Wind) [Step: 20]"      
399   	"Seed Sphere (Lightning) [Step: "    
400   	"Seed Sphere (Earth) [Step: 20]"     
401   	"Sphere Upgrade Rune"                
404   	"Lesser Spirit Stone"                
405   	"Intermediate Spirit Stone"          
406   	"Greater Spirit Stone"               
407   	"[Bound] Magic Lock"                 
408   	"[Bound] Magic Complete Lock"        
409   	"[Bound] Magic Condor"               
410   	"[Bound] Magic Complete Condor"      
411   	"[Bound] Magic Guarda"               
412   	"[Bound] Magic Complete Guarda"      
413   	"Spirit Hook Parchment"              
414   	"Angel Wings"                        
415   	"Devil Wings"                        
416   	"Genius Wings"                       
417   	"Destruction Wings"                  
418   	"Control Wings"                      
419   	"Eternal Wings"                      
420   	"Judgment Cloak"                     
421   	"Eternity Cloak"                     
422   	"[Bound] Wings of Soul"              
423   	"[Bound] Wings of Dragon"            
424   	"[Bound] Wings of Spirit"            
425   	"[Bound] Wings of Darkness"          
426   	"[Bound] Cape of Lord"               
427   	"[Bound] Wings of Despair"           
428   	"[Bound] Cape of Fighter"            
429   	"[Bound] Cloak of Limit"             
430   	"[Bound] Wings of Eternal"           
431   	"[Bound] Wings of Storm"             
432   	"[Bound] Wings of Illusion"          
433   	"[Bound] Wings of Ruin"              
434   	"[Bound] Cape of Emperor"            
435   	"[Bound] Wings of Curse"             
436   	"[Bound] Cape of Overrule"           
437   	"[Bound] Cloak of Transcendence"     
438   	"[Bound] Angel Wings"                
439   	"[Bound] Devil Wings"                
440   	"[Bound] Genius Wings"               
441   	"[Bound] Destruction Wings"          
442   	"[Bound] Control Wings"              
443   	"[Bound] Eternal Wings"              
444   	"[Bound] Judgment Cloak"             
445   	"[Bound] Eternity Cloak"             
446   	"Lock Magic Bell"                    
447   	"Condor Magical Drops"               
448   	"Garuda Magical Bell"                
449   	"Rage Earring (L)"                   
450   	"Ancestral Earring (L)"              
451   	"Earring of Honor (L)"               
452   	"Blood Earring (L)"                  
453   	"Daze Earring (L)"                   
454   	"Binding Earring (Left)"             
457   	"Rage Earring (R)"                   
458   	"Ancestral Earring (R)"              
459   	"Earring of Honor (R)"               
460   	"Blood Earring (R)"                  
461   	"Daze Earring (R)"                   
462   	"Binding Earring (Right)"            
465   	"Baseball Player Transf. Ring"       
466   	"Cheerleader Transform Ring"         
467   	"Wings of Disillusion"               
468   	"[Bound] Wings of Disillusion"       
469   	"Wings of Fate"                      
471   	"Ghost Horse"                        
472   	"Wings of Silence"                   
473   	"[Bound] Wings of Silence"           
474   	"Wings of Condemnation"              
476   	"Sword Inertia Bead"                 
477   	"Bat Flock Bead"                     
478   	"Detection Bead"                     
479   	"Pierce Attack Bead"                 
480   	"Wings of Power"                     
481   	"Special Grain"                      
482   	"Demolish Bead"                      
483   	"Ice Dragon"                         
484   	"Ice Dragon (Rare)"                  
485   	"Swordsman's Wrath"                  
486   	"Sword Blow Bead"                    
487   	"Strong Belief Bead"                 
488   	"Solid Protection Bead"              
489   	"Wings of Hit"                       
490   	"Blood Wings"                        
491   	"Dark Plasma Bead"                   
